set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
P25GC,Corrupted Saber,,GC Top 64,,,,,
P25GC,Darth Maul,Revenge At Last,GC Event Pack,,,,,
P25GC,Darth Maul's Lightsaber,,GC Top 64,,,,,
P25GC,Darth Sidious,The Phantom Menace,GC Event Pack,,,,,
P25GC,Darth Tyranus,Servant of Sidious,GC Event Pack,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Champion,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Finalist,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Judge,,,,,
P25GC,Darth Vader,Twilight of the Apprentice,GC Event Pack,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Day Three,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Top 8,,,,,
P25GC,Darth Vader,Commanding the First Legion,GC Top 4,,,,,
P25GC,Director Krennic,On the Verge of Greatness,GC Prize Wall,,,,,
P25GC,Executor,Might of the Empire,GC Event Pack,,,,,
P25GC,Ezra Bridger,Attuned With Life,GC Event Pack,,,,,
P25GC,Grand Inquisitor,You're Right to Be Afraid,GC Event Pack,,,,,
P25GC,Han Solo,Has His Moments,GC Event Pack,,,,,
P25GC,Heirloom Lightsaber,,GC Top 64,,,,,
P25GC,Inquisitor's Lightsaber,,GC Top 64,,,,,
P25GC,Knight's Saber,,GC Top 64,,,,,
P25GC,Kylo Ren,I Know Your Story,GC Prize Wall,,,,,
P25GC,Kylo Ren's Lightsaber,,GC Top 64,,,,,
P25GC,Leia Organa,Extraordinary,GC Event Pack,,,,,
P25GC,Luke Skywalker,You Still With Me?,GC Event Pack,,,,,
P25GC,Mace Windu,Leaping into Action,GC Prize Wall,,,,,
P25GC,Massassi Temple,,GC VIP Promo,,,,,
P25GC,Millennium Falcon,Piece of Junk,GC Event Pack,,,,,
P25GC,Mos Eisley,,GC VIP Promo,,,,,
P25GC,Obi-Wan Kenobi,Protective Padawan,GC Event Pack,,,,,
P25GC,Poe Dameron,One Hell of a Pilot,GC Event Pack,,,,,
P25GC,Qui-Gon Jinn,The Negotiations Will Be Short,GC Event Pack,,,,,
P25GC,Qui-Gon Jinn's Lightsaber,,GC Top 64,,,,,
P25GC,Quinlan Vos,Dark Disciple,GC Event Pack,,,,,
P25GC,Razor Crest,Reliable Gunship,GC Prize Wall,,,,,
P25GC,Rey,With Palpatine's Power,GC Prize Wall,,,,,
P25GC,Shield Generator Complex,,GC VIP Promo,,,,,
P25GC,Shin Hati,Overeager Apprentice,GC Prize Wall,,,,,
P25GC,Superlaser Blast,,GC Prize Wall,,,,,
P25GC,Supreme Leader Snoke,Shadow Ruler,GC Event Pack,,,,,
P25GC,The Ghost,Heart of the Family,GC Event Pack,,,,,
P25GC,The Invisible Hand,Crawling With Vultures,GC Event Pack,,,,,
P25GC,The Mandalorian,"Wherever I Go, He Goes",GC Participation,,,,,
P25GC,The Mandalorian,"Wherever I Go, He Goes",GC Judge,,,,,
P25GC,Theed Palace,,GC VIP Promo,,,,,
P25GC,Yoda's Lightsaber,,GC Top 64,,,,,
P25PQ,Black One,Straight At Them,PQ Participation,,,,,
P25PQ,Black One,Straight At Them,PQ Judge,,,,,
P25PQ,Darth Malak,Covetous Apprentice,PQ Champion,,,,,
P25PQ,Darth Malak,Covetous Apprentice,PQ Finalist,,,,,
P25PQ,Darth Malak,Covetous Apprentice,PQ Top 4,,,,,
P25PQ,Darth Malak,Covetous Apprentice,PQ Top 8,,,,,
P25PQ,Darth Revan's Lightsabers,,PQ Judge,,,,,
P25PQ,Darth Revan's Lightsabers,,PQ Participation,,,,,
P25PQ,Galen Erso,You'll Never Win,PQ Judge,,,,,
P25PQ,Galen Erso,You'll Never Win,PQ Participation,,,,,
P25PQ,Grand Admiral Thrawn,Grand Schemer,PQ Finalist,,,,,
P25PQ,Grand Admiral Thrawn,Grand Schemer,PQ Champion,,,,,
P25PQ,Grand Admiral Thrawn,Grand Schemer,PQ Top 8,,,,,
P25PQ,Grand Admiral Thrawn,Grand Schemer,PQ Top 4,,,,,
P25PQ,Home One,On My Mark,PQ Top 8,,,,,
P25PQ,Home One,On My Mark,PQ Finalist,,,,,
P25PQ,Home One,On My Mark,PQ Top 4,,,,,
P25PQ,Home One,On My Mark,PQ Champion,,,,,
P25RQ,Ahsoka Tano,Chasing Whispers,RQ Prize Wall,,,,,
P25RQ,Black One,Straight At Them,RQ Prize Wall,,,,,
P25RQ,Count Dooku,Fallen Jedi,RQ Prize Wall,,,,,
P25RQ,Darth Vader,Twilight of the Apprentice,RQ Prize Wall,,,,,
P25RQ,Darth Vader,Scourge of Squadrons,RQ Participation,,,,,
P25RQ,Darth Vader,Scourge of Squadrons,RQ Judge,,,,,
P25RQ,Emperor Palpatine,Master of the Dark Side,RQ Participation,,,,,
P25RQ,Emperor Palpatine,Master of the Dark Side,RQ Judge,,,,,
P25RQ,Fett's Firespray,Pursuing the Bounty,RQ Prize Wall,,,,,
P25RQ,General's Blade,,RQ Prize Wall,,,,,
P25RQ,Karis,We Don't Like Strangers,RQ Prize Wall,,,,,
P25RQ,Kit Fisto,The Smiling Jedi,RQ Prize Wall,,,,,
P25RQ,Luke Skywalker,Jedi Knight,RQ Top 8,,,,,
P25RQ,Luke Skywalker,Jedi Knight,RQ Finalist,,,,,
P25RQ,Luke Skywalker,Jedi Knight,RQ Champion,,,,,
P25RQ,Luke Skywalker,Jedi Knight,RQ Day Two,,,,,
P25RQ,Luke Skywalker,Jedi Knight,RQ Top 4,,,,,
P25RQ,Mandalorian Armor,,RQ Prize Wall,,,,,
P25RQ,Maul,Shadow Collective Visionary,RQ Prize Wall,,,,,
P25RQ,Poe Dameron,Quick to Improvise,RQ Prize Wall,,,,,
P25RQ,Profundity,We Fight!,RQ Prize Wall,,,,,
P25RQ,Rey,Keeping the Past,RQ Top 4,,,,,
P25RQ,Rey,Keeping the Past,RQ Day Two,,,,,
P25RQ,Rey,Keeping the Past,RQ Judge,,,,,
P25RQ,Rey,Keeping the Past,RQ Champion,,,,,
P25RQ,Rey,Keeping the Past,RQ Finalist,,,,,
P25RQ,Rey,Keeping the Past,RQ Top 8,,,,,
P25RQ,Shatterpoint,,RQ Prize Wall,,,,,
P25RQ,Unnatural Life,,RQ Prize Wall,,,,,
P25RQ,Victor Leader,Leading from the Front,RQ Prize Wall,,,,,
P25SQ,Admiral Ackbar,Brilliant Strategist,SQ Prize Wall,,,,,
P25SQ,Agent Kallus,Seeking the Rebels,SQ Prize Wall,,,,,
P25SQ,Aggression,,SQ Prize Wall,,,,,
P25SQ,Aggression,,SQ Event Pack,,,,,
P25SQ,Anakin Skywalker,Champion of Mortis,SQ Day Two,,,,,
P25SQ,Anakin Skywalker,Champion of Mortis,SQ Champion,,,,,
P25SQ,Anakin Skywalker,Champion of Mortis,SQ Finalist,,,,,
P25SQ,Anakin Skywalker,Champion of Mortis,SQ Top 4,,,,,
P25SQ,Anakin Skywalker,Champion of Mortis,SQ Top 8,,,,,
P25SQ,Aurra Sing,Patient and Deadly,SQ Prize Wall,,,,,
P25SQ,Aurra Sing,Patient and Deadly,SQ Event Pack,,,,,
P25SQ,Axe Woves,Accomplished Warrior,SQ Event Pack,,,,,
P25SQ,Axe Woves,Accomplished Warrior,SQ Prize Wall,,,,,
P25SQ,Chewbacca,Loyal Companion,SQ Prize Wall,,,,,
P25SQ,Command,,SQ Event Pack,,,,,
P25SQ,Command,,SQ Prize Wall,,,,,
P25SQ,Cunning,,SQ Prize Wall,,,,,
P25SQ,Cunning,,SQ Event Pack,,,,,
P25SQ,Gungi,Finding Himself,SQ Event Pack,,,,,
P25SQ,Gungi,Finding Himself,SQ Prize Wall,,,,,
P25SQ,Han Solo,Reluctant Hero,SQ Prize Wall,,,,,
P25SQ,HK-47,"Exclamation: Die, Meatbag!",SQ Prize Wall,,,,,
P25SQ,HK-47,"Exclamation: Die, Meatbag!",SQ Event Pack,,,,,
P25SQ,IG-2000,Assassin's Aggressor,SQ Event Pack,,,,,
P25SQ,IG-2000,Assassin's Aggressor,SQ Prize Wall,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Top 8,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Top 4,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Champion,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Judge,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Finalist,,,,,
P25SQ,Kylo Ren,Killing the Past,SQ Day Two,,,,,
P25SQ,Obi-Wan Kenobi,Following Fate,SQ Judge,,,,,
P25SQ,Obi-Wan Kenobi,Following Fate,SQ Participation,,,,,
P25SQ,Planetary Bombardment,,SQ Event Pack,,,,,
P25SQ,Planetary Bombardment,,SQ Prize Wall,,,,,
P25SQ,Red Three,Unstoppable,SQ Prize Wall,,,,,
P25SQ,Vernestra Rwoh,Precocious Knight,SQ Prize Wall,,,,,
P25SQ,Vernestra Rwoh,Precocious Knight,SQ Event Pack,,,,,
P25SQ,Vigilance,,SQ Prize Wall,,,,,
P25SQ,Vigilance,,SQ Event Pack,,,,,
P25SQ,Wrecker,Boom!,SQ Event Pack,,,,,
P25SQ,Wrecker,Boom!,SQ Prize Wall,,,,,
P25SQ,Yaddle,A Chance To Make Things Right,SQ Participation,,,,,
P25SQ,Yaddle,A Chance To Make Things Right,SQ Judge,,,,,
P25SS,Bossk,Hunt By Instinct,SS Judge,,,,,
P25SS,Bossk,Hunt By Instinct,SS Participation,,,,,
P25SS,Devastator,Hunting the Rebellion,SS Top 4,,,,,
P25SS,Devastator,Hunting the Rebellion,SS Top 8,,,,,
P25SS,Devastator,Hunting the Rebellion,SS Champion,,,,,
P25SS,Devastator,Hunting the Rebellion,SS Finalist,,,,,
P25SS,First Light,Threatening Elegance,SS Participation,,,,,
P25SS,First Light,Threatening Elegance,SS Judge,,,,,
P25SS,Grand Inquisitor,You're Right to Be Afraid,SS Top 8,,,,,
P25SS,Grand Inquisitor,You're Right to Be Afraid,SS Finalist,,,,,
P25SS,Grand Inquisitor,You're Right to Be Afraid,SS Top 4,,,,,
P25SS,Grand Inquisitor,You're Right to Be Afraid,SS Champion,,,,,
P25SS,Jedi Holocron,,SS Judge,,,,,
P25SS,Jedi Holocron,,SS Participation,,,,,
P25SS,Queen Amidala,Championing Her People,SS Top 4,,,,,
P25SS,Queen Amidala,Championing Her People,SS Champion,,,,,
P25SS,Queen Amidala,Championing Her People,SS Top 8,,,,,
P25SS,Queen Amidala,Championing Her People,SS Finalist,,,,,
P26,Ahsoka Tano,Chasing Whispers,Normal,,,,,
P26,Always Two,,Normal,,,,,
P26,Black One,Straight At Them,Normal,,,,,
P26,Darth Nihilus,Lord of Hunger,Normal,,,,,
P26,Darth Sion,Lord of Pain,Normal,,,,,
P26,Darth Vader,Twilight of the Apprentice,Normal,,,,,
P26,Karis,We Don't Like Strangers,Normal,,,,,
P26,Karis Nemik,Freedom is a Pure Idea,Normal,,,,,
P26,Naboo Royal Starship,Fit For A Queen,Normal,,,,,
P26,Shatterpoint,,Normal,,,,,
P26RQ,Ahsoka Tano,Chasing Whispers,RQ Prize Wall,,,,,
P26RQ,Always Two,,RQ Prize Wall,,,,,
P26RQ,Black One,Straight At Them,RQ Prize Wall,,,,,
P26RQ,Darth Nihilus,Lord of Hunger,RQ Prize Wall,,,,,
P26RQ,Darth Sion,Lord of Pain,RQ Prize Wall,,,,,
P26RQ,Darth Traya,Lord of Betrayal,RQ Champion,,,,,
P26RQ,Darth Traya,Lord of Betrayal,RQ Top 4,,,,,
P26RQ,Darth Traya,Lord of Betrayal,RQ Finalist,,,,,
P26RQ,Darth Traya,Lord of Betrayal,RQ Day Two,,,,,
P26RQ,Darth Traya,Lord of Betrayal,RQ Top 8,,,,,
P26RQ,Darth Vader,Twilight of the Apprentice,RQ Prize Wall,,,,,
P26RQ,Karis,We Don't Like Strangers,RQ Prize Wall,,,,,
P26RQ,Karis Nemik,Freedom is a Pure Idea,RQ Prize Wall,,,,,
P26RQ,Leia Organa,Extraordinary,RQ Judge,,,,,
P26RQ,Leia Organa,Extraordinary,RQ Participation,,,,,
P26RQ,Naboo Royal Starship,Fit For A Queen,RQ Prize Wall,,,,,
P26RQ,Shatterpoint,,RQ Prize Wall,,,,,
P26SQ,Aurra Sing,Patient and Deadly,SQ Event Pack,,,,,
P26SQ,Aurra Sing,Patient and Deadly,SQ Prize Wall,,,,,
P26SQ,Axe Woves,Accomplished Warrior,SQ Event Pack,,,,,
P26SQ,Axe Woves,Accomplished Warrior,SQ Prize Wall,,,,,
P26SQ,Chancellor Palpatine,I Am the Senate,SQ Judge,,,,,
P26SQ,Chancellor Palpatine,I Am the Senate,SQ Participation,,,,,
P26SQ,Chopper,War Hero,SQ Prize Wall,,,,,
P26SQ,Chopper,War Hero,SQ Event Pack,,,,,
P26SQ,Galen Erso,You'll Never Win,SQ Event Pack,,,,,
P26SQ,Galen Erso,You'll Never Win,SQ Prize Wall,,,,,
P26SQ,General Grievous,Scuttling to Safety,SQ Event Pack,,,,,
P26SQ,General Grievous,Scuttling to Safety,SQ Prize Wall,,,,,
P26SQ,Grogu,Mysterious Child,SQ Event Pack,,,,,
P26SQ,Grogu,Mysterious Child,SQ Prize Wall,,,,,
P26SQ,Gungi,Finding Himself,SQ Event Pack,,,,,
P26SQ,Gungi,Finding Himself,SQ Prize Wall,,,,,
P26SQ,HK-47,"Exclamation: Die, Meatbag!",SQ Prize Wall,,,,,
P26SQ,HK-47,"Exclamation: Die, Meatbag!",SQ Event Pack,,,,,
P26SQ,IG-2000,Assassin's Aggressor,SQ Event Pack,,,,,
P26SQ,IG-2000,Assassin's Aggressor,SQ Prize Wall,,,,,
P26SQ,Planetary Bombardment,,SQ Event Pack,,,,,
P26SQ,Planetary Bombardment,,SQ Prize Wall,,,,,
P26SQ,Qui-Gon Jinn,The Negotiations Will Be Short,SQ Top 8,,,,,
P26SQ,Qui-Gon Jinn,The Negotiations Will Be Short,SQ Day Two,,,,,
P26SQ,Qui-Gon Jinn,The Negotiations Will Be Short,SQ Top 4,,,,,
P26SQ,Qui-Gon Jinn,The Negotiations Will Be Short,SQ Finalist,,,,,
P26SQ,Qui-Gon Jinn,The Negotiations Will Be Short,SQ Champion,,,,,
P26SQ,Syril Karn,Where Is He?,SQ Prize Wall,,,,,
P26SQ,Syril Karn,Where Is He?,SQ Event Pack,,,,,
P26SQ,Vernestra Rwoh,Precocious Knight,SQ Event Pack,,,,,
P26SQ,Vernestra Rwoh,Precocious Knight,SQ Prize Wall,,,,,
SEC,A-Wing,,Standard Foil,,,,,
SEC,A-Wing,,Standard,,,,,
SEC,A-Wing,,Hyperspace Foil,,,,,
SEC,A-Wing,,Hyperspace,,,,,
SEC,AAT Incinerator,,Standard Foil,,,,,
SEC,AAT Incinerator,,Hyperspace,,,,,
SEC,AAT Incinerator,,Standard,,,,,
SEC,AAT Incinerator,,Hyperspace Foil,,,,,
SEC,Academy Disciplinarian,,Hyperspace,,,,,
SEC,Academy Disciplinarian,,Hyperspace Foil,,,,,
SEC,Academy Disciplinarian,,Standard Foil,,,,,
SEC,Academy Disciplinarian,,Standard,,,,,
SEC,Accelerate Our Plans,,Standard,,,,,
SEC,Accelerate Our Plans,,Standard Foil,,,,,
SEC,Accelerate Our Plans,,Hyperspace Foil,,,,,
SEC,Accelerate Our Plans,,Hyperspace,,,,,
SEC,Aggressive Negotiations,,Hyperspace Foil,,,,,
SEC,Aggressive Negotiations,,Hyperspace,,,,,
SEC,Aggressive Negotiations,,Standard,,,,,
SEC,Aggressive Negotiations,,Standard Foil,,,,,
SEC,Ahsoka Tano,I Learned It from You,Hyperspace Foil,,,,,
SEC,Ahsoka Tano,I Learned It from You,Standard,,,,,
SEC,Ahsoka Tano,I Learned It from You,Hyperspace,,,,,
SEC,Ahsoka Tano,I Learned It from You,Standard Foil,,,,,
SEC,Alderaanian Envoys,,Standard,,,,,
SEC,Alderaanian Envoys,,Hyperspace,,,,,
SEC,Alderaanian Envoys,,Standard Foil,,,,,
SEC,Alderaanian Envoys,,Hyperspace Foil,,,,,
SEC,Alexsandr Kallus,With New Purpose,Hyperspace Foil,,,,,
SEC,Alexsandr Kallus,With New Purpose,Standard,,,,,
SEC,Alexsandr Kallus,With New Purpose,Hyperspace,,,,,
SEC,Alexsandr Kallus,With New Purpose,Standard Prestige,,,,,
SEC,Alexsandr Kallus,With New Purpose,Standard Foil,,,,,
SEC,Alexsandr Kallus,With New Purpose,Foil Prestige,,,,,
SEC,Alexsandr Kallus,With New Purpose,Serialized Prestige,,,,,
SEC,Ambition's Reward,,Hyperspace Foil,,,,,
SEC,Ambition's Reward,,Hyperspace,,,,,
SEC,Ambition's Reward,,Standard,,,,,
SEC,Ambition's Reward,,Standard Foil,,,,,
SEC,Amnesty Housing,,Standard,,,,,
SEC,Amnesty Housing,,Hyperspace,,,,,
SEC,Anakin Skywalker,Secret Husband,Hyperspace,,,,,
SEC,Anakin Skywalker,Secret Husband,Hyperspace Foil,,,,,
SEC,Anakin Skywalker,Secret Husband,Standard,,,,,
SEC,Anakin Skywalker,Secret Husband,Standard Foil,,,,,
SEC,Ando Commission,,Hyperspace Foil,,,,,
SEC,Ando Commission,,Standard Foil,,,,,
SEC,Ando Commission,,Hyperspace,,,,,
SEC,Ando Commission,,Standard,,,,,
SEC,Arihnda Pryce,On the Road to Power,Hyperspace Foil,,,,,
SEC,Arihnda Pryce,On the Road to Power,Hyperspace,,,,,
SEC,Arihnda Pryce,On the Road to Power,Standard Foil,,,,,
SEC,Arihnda Pryce,On the Road to Power,Standard,,,,,
SEC,Armor of Fortune,,Standard,,,,,
SEC,Armor of Fortune,,Hyperspace,,,,,
SEC,Armor of Fortune,,Standard Foil,,,,,
SEC,Armor of Fortune,,Hyperspace Foil,,,,,
SEC,Arrest,,Hyperspace,,,,,
SEC,Arrest,,Standard,,,,,
SEC,Arrest,,Hyperspace Foil,,,,,
SEC,Arrest,,Standard Foil,,,,,
SEC,ASP Laborer,,Hyperspace,,,,,
SEC,ASP Laborer,,Standard,,,,,
SEC,ASP Laborer,,Hyperspace Foil,,,,,
SEC,ASP Laborer,,Standard Foil,,,,,
SEC,Assassin Probe,,Hyperspace Foil,,,,,
SEC,Assassin Probe,,Standard,,,,,
SEC,Assassin Probe,,Hyperspace,,,,,
SEC,Assassin Probe,,Standard Foil,,,,,
SEC,B2EMO,That's Two Lies,Standard Foil,,,,,
SEC,B2EMO,That's Two Lies,Hyperspace,,,,,
SEC,B2EMO,That's Two Lies,Foil Prestige,,,,,
SEC,B2EMO,That's Two Lies,Hyperspace Foil,,,,,
SEC,B2EMO,That's Two Lies,Standard Prestige,,,,,
SEC,B2EMO,That's Two Lies,Standard,,,,,
SEC,B2EMO,That's Two Lies,Serialized Prestige,,,,,
SEC,Bail Organa,Doing Everything He Can,Hyperspace,,,,,
SEC,Bail Organa,Responding to Catastrophe,Serialized Prestige - Yellow Gold,,,,,
SEC,Bail Organa,Responding to Catastrophe,Standard,,,,,
SEC,Bail Organa,Responding to Catastrophe,Standard Foil,,,,,
SEC,Bail Organa,Doing Everything He Can,Standard,,,,,
SEC,Bail Organa,Responding to Catastrophe,Hyperspace Foil,,,,,
SEC,Bail Organa,Responding to Catastrophe,Foil Prestige,,,,,
SEC,Bail Organa,Responding to Catastrophe,Hyperspace,,,,,
SEC,Bail Organa,Responding to Catastrophe,Serialized Prestige - Rose Gold,,,,,
SEC,Bail Organa,Responding to Catastrophe,Standard Prestige,,,,,
SEC,Bail Organa,Doing Everything He Can,Showcase,,,,,
SEC,Bardottan Ornithopter,,Standard,,,,,
SEC,Bardottan Ornithopter,,Hyperspace,,,,,
SEC,Bardottan Ornithopter,,Standard Foil,,,,,
SEC,Bardottan Ornithopter,,Hyperspace Foil,,,,,
SEC,Beguile,,Standard,,,,,
SEC,Beguile,,Hyperspace,,,,,
SEC,Beguile,,Standard Foil,,,,,
SEC,Beguile,,Hyperspace Foil,,,,,
SEC,Beloved Orator,,Hyperspace,,,,,
SEC,Beloved Orator,,Standard Foil,,,,,
SEC,Beloved Orator,,Standard,,,,,
SEC,Beloved Orator,,Hyperspace Foil,,,,,
SEC,Blue Ace,Colorful Racer,Hyperspace Foil,,,,,
SEC,Blue Ace,Colorful Racer,Hyperspace,,,,,
SEC,Blue Ace,Colorful Racer,Standard,,,,,
SEC,Blue Ace,Colorful Racer,Standard Foil,,,,,
SEC,Bo-Katan Kryze,Alone,Standard,,,,,
SEC,Bo-Katan Kryze,Alone,Standard Foil,,,,,
SEC,Bo-Katan Kryze,Alone,Hyperspace Foil,,,,,
SEC,Bo-Katan Kryze,Alone,Hyperspace,,,,,
SEC,Bog Down in Procedure,,Standard Foil,,,,,
SEC,Bog Down in Procedure,,Hyperspace,,,,,
SEC,Bog Down in Procedure,,Hyperspace Foil,,,,,
SEC,Bog Down in Procedure,,Standard,,,,,
SEC,Bravo Squadron Fighter,,Standard,,,,,
SEC,Bravo Squadron Fighter,,Hyperspace Foil,,,,,
SEC,Bravo Squadron Fighter,,Hyperspace,,,,,
SEC,Bravo Squadron Fighter,,Standard Foil,,,,,
SEC,Budget Scheming,,Hyperspace Foil,,,,,
SEC,Budget Scheming,,Standard Foil,,,,,
SEC,Budget Scheming,,Hyperspace,,,,,
SEC,Budget Scheming,,Standard,,,,,
SEC,C-3PO,Human-Cyborg Relations,Standard,,,,,
SEC,C-3PO,Anything I Might Do?,Hyperspace Foil,,,,,
SEC,C-3PO,Human-Cyborg Relations,Hyperspace,,,,,
SEC,C-3PO,Human-Cyborg Relations,Showcase,,,,,
SEC,C-3PO,Anything I Might Do?,Standard Foil,,,,,
SEC,C-3PO,Anything I Might Do?,Standard,,,,,
SEC,C-3PO,Anything I Might Do?,Hyperspace,,,,,
SEC,Cad Bane,Impressed Now?,Standard Prestige,,,,,
SEC,Cad Bane,Impressed Now?,Foil Prestige,,,,,
SEC,Cad Bane,Impressed Now?,Standard,,,,,
SEC,Cad Bane,Impressed Now?,Hyperspace,,,,,
SEC,Cad Bane,Impressed Now?,Hyperspace Foil,,,,,
SEC,Cad Bane,Impressed Now?,Serialized Prestige,,,,,
SEC,Cad Bane,Impressed Now?,Standard Foil,,,,,
SEC,Cantwell Arrestor Cruiser,,Standard Foil,,,,,
SEC,Cantwell Arrestor Cruiser,,Hyperspace,,,,,
SEC,Cantwell Arrestor Cruiser,,Standard,,,,,
SEC,Cantwell Arrestor Cruiser,,Hyperspace Foil,,,,,
SEC,Captain Rex,Into the Firefight,Standard,,,,,
SEC,Captain Rex,Into the Firefight,Hyperspace,,,,,
SEC,Captain Rex,Into the Firefight,Standard Foil,,,,,
SEC,Captain Rex,Into the Firefight,Hyperspace Foil,,,,,
SEC,Captain Typho,All Necessary Precautions,Hyperspace,,,,,
SEC,Captain Typho,All Necessary Precautions,Standard,,,,,
SEC,Captain Typho,All Necessary Precautions,Hyperspace Foil,,,,,
SEC,Captain Typho,All Necessary Precautions,Standard Foil,,,,,
SEC,Cassian Andor,Climb!,Showcase,,,,,
SEC,Cassian Andor,Lay Low,Standard Prestige,,,,,
SEC,Cassian Andor,Lay Low,Hyperspace Foil,,,,,
SEC,Cassian Andor,Lay Low,Standard Foil,,,,,
SEC,Cassian Andor,Lay Low,Standard,,,,,
SEC,Cassian Andor,Climb!,Standard,,,,,
SEC,Cassian Andor,Lay Low,Serialized Prestige,,,,,
SEC,Cassian Andor,Lay Low,Hyperspace,,,,,
SEC,Cassian Andor,Lay Low,Foil Prestige,,,,,
SEC,Cassian Andor,Climb!,Hyperspace,,,,,
SEC,Catch Unawares,,Hyperspace,,,,,
SEC,Catch Unawares,,Standard Foil,,,,,
SEC,Catch Unawares,,Hyperspace Foil,,,,,
SEC,Catch Unawares,,Standard,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Standard Foil,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Hyperspace,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Serialized Prestige - Rose Gold,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Standard,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Hyperspace Foil,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Serialized Prestige - Yellow Gold,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Foil Prestige,,,,,
SEC,Chairman Papanoida,Undaunted Diplomat,Standard Prestige,,,,,
SEC,Chancellor Palpatine,I Am the Senate,Hyperspace Foil,,,,,
SEC,Chancellor Palpatine,How Liberty Dies,Hyperspace,,,,,
SEC,Chancellor Palpatine,How Liberty Dies,Standard,,,,,
SEC,Chancellor Palpatine,I Am the Senate,Standard,,,,,
SEC,Chancellor Palpatine,I Am the Senate,Standard Foil,,,,,
SEC,Chancellor Palpatine,I Am the Senate,Hyperspace,,,,,
SEC,Chancellor Palpatine,How Liberty Dies,Showcase,,,,,
SEC,Chancellor Valorum,Civil Servant,Standard Prestige,,,,,
SEC,Chancellor Valorum,Civil Servant,Hyperspace,,,,,
SEC,Chancellor Valorum,Civil Servant,Standard,,,,,
SEC,Chancellor Valorum,Civil Servant,Serialized Prestige - Rose Gold,,,,,
SEC,Chancellor Valorum,Civil Servant,Foil Prestige,,,,,
SEC,Chancellor Valorum,Civil Servant,Serialized Prestige - Yellow Gold,,,,,
SEC,Chancellor Valorum,Civil Servant,Standard Foil,,,,,
SEC,Chancellor Valorum,Civil Servant,Hyperspace Foil,,,,,
SEC,Chandrilan Sponsor,,Hyperspace,,,,,
SEC,Chandrilan Sponsor,,Hyperspace Foil,,,,,
SEC,Chandrilan Sponsor,,Standard Foil,,,,,
SEC,Chandrilan Sponsor,,Standard,,,,,
SEC,Charged with Corruption,,Hyperspace,,,,,
SEC,Charged with Corruption,,Standard,,,,,
SEC,Charged with Corruption,,Hyperspace Foil,,,,,
SEC,Charged with Corruption,,Standard Foil,,,,,
SEC,Charged with Espionage,,Hyperspace Foil,,,,,
SEC,Charged with Espionage,,Standard Foil,,,,,
SEC,Charged with Espionage,,Hyperspace,,,,,
SEC,Charged with Espionage,,Standard,,,,,
SEC,Charged with Murder,,Hyperspace Foil,,,,,
SEC,Charged with Murder,,Hyperspace,,,,,
SEC,Charged with Murder,,Standard Foil,,,,,
SEC,Charged with Murder,,Standard,,,,,
SEC,Charged with Treason,,Hyperspace Foil,,,,,
SEC,Charged with Treason,,Standard,,,,,
SEC,Charged with Treason,,Hyperspace,,,,,
SEC,Charged with Treason,,Standard Foil,,,,,
SEC,Chopper,War Hero,Standard Foil,,,,,
SEC,Chopper,War Hero,Hyperspace,,,,,
SEC,Chopper,War Hero,Standard Prestige,,,,,
SEC,Chopper,War Hero,Standard,,,,,
SEC,Chopper,War Hero,Serialized Prestige,,,,,
SEC,Chopper,War Hero,Hyperspace Foil,,,,,
SEC,Chopper,War Hero,Foil Prestige,,,,,
SEC,Cikatro Vizago,Business is What Matters,Hyperspace,,,,,
SEC,Cikatro Vizago,Business is What Matters,Standard,,,,,
SEC,Cikatro Vizago,Business is What Matters,Hyperspace Foil,,,,,
SEC,Cikatro Vizago,Business is What Matters,Standard Foil,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Standard,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Hyperspace Foil,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Standard Foil,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Foil Prestige,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Hyperspace,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Standard Prestige,,,,,
SEC,Cinta Kaz,The Struggle Comes First,Serialized Prestige,,,,,
SEC,Clandestine Connections,,Standard,,,,,
SEC,Clandestine Connections,,Hyperspace Foil,,,,,
SEC,Clandestine Connections,,Hyperspace,,,,,
